short_name;value_eur;wage_eur;player_positions;club;id
M. Eggestein; 19500000; 31000;CM, CAM, CDM;SV Werder Bremen;  437
Odriozola; 17500000;115000;RB;Real Madrid;  438
M. Gómez; 20000000; 40000;ST;Valencia CF;  439
Sergi Darder; 19000000; 33000;CM, CDM;RCD Espanyol;  440
K. Zouma; 17500000; 85000;CB;Chelsea;  441
L. Paredes; 19000000; 79000;CM, CDM;Paris Saint-Germain;  442
N. Aké; 17500000; 58000;CB;Bournemouth;  443
E. Hysaj; 17000000; 60000;RB;Napoli;  444
André Gomes; 17500000; 76000;CDM, CM;Everton;  445
K. Baldé; 19500000; 40000;RM, ST, LM;AS Monaco;  446
J. Weigl; 17500000; 61000;CDM, CB;Borussia Dortmund;  447
V. Rongier; 19000000; 29000;CM, CAM;FC Nantes;  448
Yeray; 17500000; 23000;CB;Athletic Club de Bilbao;  449
Loren; 19500000; 31000;ST;Real Betis;  450
R. Rodríguez; 16000000; 42000;LB, CB;Milan;  451
A. Oxlade-Chamberlain; 18500000; 90000;CM, RM;Liverpool;  452
Campaña; 18000000; 31000;CM, CDM;Levante UD;  453
A. Mandi; 16000000; 27000;CB;Real Betis;  454
Deulofeu; 19000000; 78000;CF, RW, LW;Watford;  455
Bernat; 16000000; 75000;LB, LM;Paris Saint-Germain;  456
E. Andrada; 13500000; 24000;GK;Boca Juniors;  457
M. Keane; 16500000; 80000;CB;Everton;  458
J. Quintero; 18500000; 30000;CAM, CF;River Plate;  459
Samu Castillejo; 19000000; 40000;RM, LM, CM;Milan;  460
W. Benítez; 13500000; 30000;GK;OGC Nice;  461
A. Rebić; 19000000; 44000;ST, LW, CAM;Eintracht Frankfurt;  462
E. Bailly; 16500000;105000;CB;Manchester United;  463
M. Almirón; 18500000; 52000;LW, CF;Newcastle United;  464
M. Lazzari; 18500000; 53000;RM;Lazio;  465
M. Lanzini; 18000000; 88000;CAM, CM, LM;West Ham United;  466
J. Zoet; 13000000; 18000;GK;PSV;  467
M. Ryan; 12500000; 43000;GK;Brighton & Hove Albion;  468
Sergi Gómez; 15500000; 20000;CB;Sevilla FC;  469
H. Vanaken; 18000000; 30000;CAM, CF;Club Brugge KV;  470
M. Hinteregger; 16000000; 39000;CB;Eintracht Frankfurt;  471
M. Nastasić; 16000000; 35000;CB;FC Schalke 04;  472
Gabriel; 18000000; 17000;CM, CDM;SL Benfica;  473
C. Wilson; 17500000; 81000;ST;Bournemouth;  474
J. Guilavogui; 14500000; 51000;CDM, CM;VfL Wolfsburg;  475
D. Klaassen; 17000000; 35000;CM, CAM;SV Werder Bremen;  476
P. Kadeřábek; 14500000; 39000;RWB, RB, RM;TSG 1899 Hoffenheim;  477
C. Kramer; 14500000; 34000;CDM, CM;Borussia Mönchengladbach;  478
Iñigo Martínez; 14500000; 29000;CB;Athletic Club de Bilbao;  479
Portu; 17500000; 38000;CF, ST, RM;Real Sociedad;  480
Manu Trigueros; 16500000; 39000;CM, CDM;Villarreal CF;  481
H. Çalhanoğlu; 17500000; 48000;LW, CAM, CM;Milan;  482
M. Dabbur; 17500000; 24000;ST, LM;Sevilla FC;  483
M. Halstenberg; 14500000; 53000;LB;RB Leipzig;  484
M. Vecino; 15000000; 63000;CDM;Inter;  485
M. Dúbravka; 11500000; 37000;GK;Newcastle United;  486
M. Dmitrović; 12000000; 22000;GK;SD Eibar;  487
Joaquín;  5000000; 22000;LM, ST, RM;Real Betis;  488
W. Rooney;  9500000; 13000;ST;DC United;  489
Moyá;  4000000; 17000;GK;Real Sociedad;  490
Nani; 11500000; 13000;LW, RW;Orlando City SC;  491
J. Mascherano;  4700000; 13000;CDM, CB;Hebei China Fortune FC;  492
Diego López;  1500000; 17000;GK;RCD Espanyol;  493
I. Akinfeev;  8000000;  1000;GK;PFC CSKA Moscow;  494
A. Gignac;  9500000; 88000;ST;Tigres U.A.N.L.;  495
Jorge Molina;  5500000; 25000;ST;Getafe CF;  496
B. Costil;  9500000; 30000;GK;FC Girondins de Bordeaux;  497
L. Perrin;  7000000; 37000;CB;AS Saint-Étienne;  498
B. Foster;  2500000; 36000;GK;Watford;  499
T. Heaton;  8000000; 50000;GK;Aston Villa;  500
S. Mandanda;  6500000; 32000;GK;Olympique de Marseille;  501
Charles;  7000000; 25000;ST;SD Eibar;  502
S. Radu;  9500000; 51000;CB;Lazio;  503
D. Rose; 12500000; 90000;LB, LWB;Tottenham Hotspur;  504
E. Lamela; 15500000; 94000;RM, LM, CAM;Tottenham Hotspur;  505
Raúl García; 11500000; 30000;CAM;Athletic Club de Bilbao;  506
Naldo;  3000000; 30000;CB;AS Monaco;  507
D. Wass; 13500000; 42000;CM, RB, RM;Valencia CF;  508
S. Romero;  9000000; 85000;GK;Manchester United;  509
Pedro León; 11500000; 30000;RM;SD Eibar;  510
I. Piatti;  7500000; 13000;LW, CF, ST;Montreal Impact;  511
D. Ospina; 10000000; 51000;GK;Napoli;  512
M. Díaz;  9500000; 25000;CDM, CM;Racing Club;  513
M. Valbuena;  7500000;  1000;LM, CAM;Olympiacos CFP;  514
L. Bender; 11500000; 62000;RB, CDM, CM;Bayer 04 Leverkusen;  515
S. Bender; 12000000; 62000;CB, CDM;Bayer 04 Leverkusen;  516
E. Capoue; 12000000; 68000;CDM, CM;Watford;  517
Antunes;  9000000; 27000;LB;Getafe CF;  518
R. Fährmann; 10000000; 43000;GK;Norwich City;  519
F. Fazio;  9500000; 45000;CB;Roma;  520
M. Hasebe;  4500000; 28000;CB, CDM;Eintracht Frankfurt;  521
Sidnei; 12500000; 29000;CB;Real Betis;  522
D. Perotti; 14000000; 54000;LW;Roma;  523
L. Pratto; 13500000; 33000;ST;River Plate;  524
S. Feghouli; 14500000; 77000;RM, RW, CAM;Galatasaray SK;  525
K. Trippier; 12500000; 56000;RB, RWB;Atlético Madrid;  526
M. Musacchio; 13000000; 44000;CB;Milan;  527
Y. M'Vila; 12500000; 38000;CDM, CM;AS Saint-Étienne;  528
L. Stindl; 14500000; 39000;CF;Borussia Mönchengladbach;  529
F. Smolov; 15000000;  1000;ST;Lokomotiv Moscow;  530
S. Nzonzi; 12000000; 68000;CDM, CM;Galatasaray SK;  531
F. Coquelin; 14500000; 43000;CM, CDM;Valencia CF;  532
Hulk; 11500000; 23000;RM, RW, ST;Shanghai SIPG FC;  533
K. Strootman; 14000000; 45000;CM, CDM;Olympique de Marseille;  534
C. Smalling; 12500000;115000;CB;Manchester United;  535
K. Glik; 11000000; 42000;CB;AS Monaco;  536
E. Salvio; 15000000; 31000;RM;Boca Juniors;  537
D. Subašić;  6500000; 34000;GK;AS Monaco;  538
K. Vogt; 13500000; 39000;CB;TSG 1899 Hoffenheim;  539
R. Pereyra; 15000000; 78000;LM, CAM;Watford;  540
Y. Belhanda; 14500000; 77000;CAM, CM;Galatasaray SK;  541
Sergi Enrich; 15000000; 34000;ST;SD Eibar;  542
D. Lovren; 12500000; 90000;CB;Liverpool;  543
S. Verdi; 16000000; 69000;LM, RW;Napoli;  544
L. Muriel; 15500000; 69000;ST;Atalanta;  545
D. Vida; 12000000; 68000;CB, RB;Beşiktaş JK;  546
Ibai Gómez; 14500000; 31000;RM, RW, LM;Athletic Club de Bilbao;  547
S. Berghuis; 15500000; 21000;RW;Feyenoord;  548
Cristian Tello; 15500000; 30000;LM, RM;Real Betis;  549
Ismaily; 12000000;  1000;LB;Shakhtar Donetsk;  550
F. Ghoulam; 12500000; 66000;LB;Napoli;  551
S. Sané; 13000000; 37000;CB, CDM;FC Schalke 04;  552
S. Zaza; 15500000; 59000;ST;Torino;  553
S. Vrsaljko; 13000000; 53000;RB;Atlético Madrid;  554
Pozuelo; 15500000; 12000;CAM, CF;Toronto FC;  555
R. Jiménez; 15500000; 99000;ST;Wolverhampton Wanderers;  556
Bernard; 16000000; 88000;LM;Everton;  557
T. Stepanenko; 12500000;  1000;CDM;Shakhtar Donetsk;  558
F. Armani;  9000000; 22000;GK;River Plate;  559
I. Marcone; 12500000; 29000;CDM, CM;Boca Juniors;  560
Jony; 15500000; 56000;LM;Lazio;  561
Mata; 14500000; 33000;ST;Getafe CF;  562
M. Marega; 15500000; 20000;ST, RM;FC Porto;  563
Everton Andrão;  4700000; 24000;CDM, CM;Fluminense;  564
Welington Dano; 10500000; 34000;LB, LM;Cruzeiro;  565
J. Serendero;        0;     0;GK;Uruguay;  566
M. Baldona;        0;     0;CDM, CM;Uruguay;  567
M. Nérez;        0;     0;LB, LM;Uruguay;  568
Vinícius Jr.; 22500000; 60000;LW;Real Madrid;  569
R. Bentancur; 20000000; 86000;CM;Juventus;  570
Lucas Paquetá; 20500000; 32000;CAM, CM;Milan;  571
A. Wan-Bissaka; 17500000; 71000;RB;Manchester United;  572
A. Lafont; 15500000; 15000;GK;FC Nantes;  573
I. Konaté; 18000000; 36000;CB;RB Leipzig;  574
Merino; 18500000; 29000;CM, CDM, LM;Real Sociedad;  575
S. Berge; 17000000; 14000;CDM, CM;KRC Genk;  576
L. Pellegrini; 18500000; 41000;CM, CAM, CDM;Roma;  577
F. Chiesa; 18500000; 48000;RW, CF;Fiorentina;  578
Dani Olmo; 18500000;  1000;CAM, LM, CM;Dinamo Zagreb;  579
R. Zobnin; 16000000;  1000;CDM, CM, LM;Spartak Moscow;  580
A. Saint-Maximin; 17500000; 45000;RW, LW, ST;Newcastle United;  581
C. Pavón; 17500000; 11000;RW, ST, LW;LA Galaxy;  582
T. Kehrer; 16000000; 61000;CB, RB;Paris Saint-Germain;  583
C. Pulisic; 18000000; 85000;LW, RW;Chelsea;  584
F. Kessié; 17500000; 38000;CM;Milan;  585
A. Hakimi; 16000000; 48000;LB, RB;Borussia Dortmund;  586
D. Samassékou; 16000000; 32000;CDM, CM;TSG 1899 Hoffenheim;  587
Marc Roca; 16000000; 26000;CDM, CM;RCD Espanyol;  588
D. Zagadou; 16000000; 48000;CB, LB;Borussia Dortmund;  589
V. Tsygankov; 18000000;  1000;RM, LM;Dynamo Kyiv;  590
De Tomás; 17500000; 16000;ST;SL Benfica;  591
R. Loftus-Cheek; 17000000; 89000;CM, LM;Chelsea;  592
S. Lobotka; 17000000; 25000;CM, CDM;RC Celta;  593
J. Denayer; 15500000; 55000;CB;Olympique Lyonnais;  594
L. Klostermann; 15500000; 43000;RB, LB;RB Leipzig;  595
A. Golovin; 17500000; 38000;CAM, CM;AS Monaco;  596
A. Diallo; 15500000; 61000;CB, LB;Paris Saint-Germain;  597
B. Pavard; 15500000; 72000;CB, RB;FC Bayern München;  598
M. Rashica; 17500000; 32000;LW, CF, RW;SV Werder Bremen;  599
B. Chilwell; 15500000; 65000;LB;Leicester City;  600
Wesley; 17500000; 61000;ST;Aston Villa;  601
T. Souček; 15500000;  1000;CDM;SK Slavia Praha;  602
Junior Firpo; 15500000;110000;LB, LM, LWB;FC Barcelona;  603
J. Ward-Prowse; 16500000; 53000;CM, RM;Southampton;  604
A. Januzaj; 17000000; 32000;RW, RM;Real Sociedad;  605
Otávio; 17000000; 15000;RM, CAM, CM;FC Porto;  606
N. Stark; 15000000; 26000;CB, CDM;Hertha BSC;  607
A. Iwobi; 17000000; 72000;LM, LW, RM;Everton;  608
J. Gbamin; 15500000; 65000;CDM, CM, CB;Everton;  609
Munir; 17000000; 20000;ST, RW, LM;Sevilla FC;  610
Angeliño; 15000000; 91000;LB;Manchester City;  611
J. Maddison; 17000000; 72000;CAM, CM, LW;Leicester City;  612
André Silva; 17000000; 42000;ST;Milan;  613
Richarlison; 17000000; 72000;RM, LM, ST;Everton;  614
S. Nakajima; 17000000; 15000;LM, CF;FC Porto;  615
Raphinha; 17000000; 16000;RW, LW;Sporting CP;  616
E. Dier; 14500000; 77000;CDM, CB, CM;Tottenham Hotspur;  617
L. Trossard; 16500000; 53000;LW;Brighton & Hove Albion;  618
Jonny; 14500000; 72000;LWB, LB;Wolverhampton Wanderers;  619
M. Sanson; 16000000; 36000;CM, CAM;Olympique de Marseille;  620
J. Lerma; 15000000; 55000;CDM, CM;Bournemouth;  621
L. Dubois; 14500000; 55000;RB;Olympique Lyonnais;  622
F. Grillitsch; 16000000; 35000;CM, CDM;TSG 1899 Hoffenheim;  623
L. Cabrera; 13500000; 26000;CB, LB;Getafe CF;  624
R. Barkley; 16000000; 98000;CAM, CM;Chelsea;  625
J. Murillo; 13500000; 38000;CB;Sampdoria;  626
J. Tarkowski; 14000000; 39000;CB;Burnley;  627
L. Karius; 11500000; 52000;GK;Beşiktaş JK;  628
N. Pope; 11000000; 32000;GK;Burnley;  629
J. Brooks; 14000000; 46000;CB;VfL Wolfsburg;  630
M. Batshuayi; 16000000;110000;ST;Chelsea;  631
M. Arnold; 15500000; 48000;CM, CDM, CAM;VfL Wolfsburg;  632
S. Kolašinac; 13500000; 76000;LB, LWB;Arsenal;  633
F. Schär; 13500000; 43000;CB;Newcastle United;  634
Ricardo Horta; 16000000; 18000;LW;SC Braga;  635
L. Alario; 16000000; 70000;ST;Bayer 04 Leverkusen;  636
Mariano; 16000000;145000;ST;Real Madrid;  637
R. Aguilar; 13500000; 40000;RB, RWB;AS Monaco;  638
F. Balbuena; 13500000; 76000;CB;West Ham United;  639
S. Mustafi; 13000000; 76000;CB;Arsenal;  640
G. Pezzella; 12500000; 55000;CB;Fiorentina;  641
D. da Costa; 13500000; 35000;RWB, RM, RB;Eintracht Frankfurt;  642
W. Boly; 12500000; 80000;CB;Wolverhampton Wanderers;  643
B. Davies; 13500000; 81000;LB, LWB;Tottenham Hotspur;  644
Fred; 15000000;110000;CM;Manchester United;  645
M. Samatta; 15500000; 23000;ST;KRC Genk;  646
Diego Carlos; 13500000; 19000;CB;Sevilla FC;  647
K. Toko-Ekambi; 15500000; 40000;ST, LM, LW;Villarreal CF;  648
A. Lunev;        0;     0;GK;Russia;  649
R. Malinovskyi; 15000000; 58000;CM, CAM, CDM;Atalanta;  650
M. Sakho; 12000000; 58000;CB;Crystal Palace;  651
J. King; 14500000; 77000;CF, ST;Bournemouth;  652
H. Seferović; 14500000; 18000;ST;SL Benfica;  653
Laguardia; 12000000; 28000;CB;Deportivo Alavés;  654
P. Jones; 12500000;100000;CB;Manchester United;  655
S. Aurier; 13000000; 81000;RB, RWB;Tottenham Hotspur;  656
L. Spinazzola; 15000000; 47000;LM, LB;Roma;  657
K. Lala; 12500000; 32000;RWB;RC Strasbourg Alsace;  658
S. Arias; 12500000; 50000;RB;Atlético Madrid;  659
D. Baselli; 14000000; 49000;CM;Torino;  660
T. Savanier; 14000000; 38000;CM, CDM;Montpellier HSC;  661
Leo Baptistao; 15000000; 18000;ST, RW, RM;Wuhan Zall;  662
J. Veltman; 12500000; 22000;CB, RB;Ajax;  663
D. Zappacosta; 12500000; 94000;RB, RWB;Chelsea;  664
Wu Lei; 14500000; 36000;ST, LM, LW;RCD Espanyol;  665
David Villa;  4500000; 10000;ST, LW;Vissel Kobe;  666
B. Yılmaz;  8000000; 76000;ST;Beşiktaş JK;  667
A. Mirante;  3400000; 22000;GK;Roma;  668
S. Kalou;  7500000; 34000;LM, ST, RM;Hertha BSC;  669
Dante;  3800000; 25000;CB;OGC Nice;  670
M. Debuchy;  5500000; 35000;RB;AS Saint-Étienne;  671
E. Lavezzi;  6500000; 21000;ST, CAM;Hebei China Fortune FC;  672
Borja Valero;  6500000; 65000;CAM, CDM;Inter;  673
M. Škrtel;  4700000; 53000;CB;Atalanta;  674
J. Evans;  9500000; 76000;CB;Leicester City;  675
D. Valeri;  7500000; 11000;CAM, ST;Portland Timbers;  676
N. Moisander;  6000000; 31000;CB;SV Werder Bremen;  677
D. Criscito;  8000000; 20000;LB, CB;Genoa;  678
A. Candreva; 10000000; 65000;RM;Inter;  679
Marcano;  8000000; 15000;CB;FC Porto;  680
K. Boateng; 10000000; 63000;CF, CM;Fiorentina;  681
A. Fernández;  7500000; 19000;CM, CDM;Beijing Renhe FC;  682
N. Guzmán;  7000000; 56000;GK;Tigres U.A.N.L.;  683
Nacho Monreal;  5500000; 76000;LB, CB;Arsenal;  684
Ángel; 10000000; 31000;ST;Getafe CF;  685
Granero; 11000000; 33000;CM, LM, RM;RCD Espanyol;  686
Éder; 10000000; 29000;ST;Jiangsu Suning FC;  687
R. Vormer; 11000000; 28000;CM;Club Brugge KV;  688
S. Coleman; 10000000; 76000;RB;Everton;  689
A. Lallana; 11000000; 89000;CM;Liverpool;  690
A. Modeste; 11500000; 36000;ST;1. FC Köln;  691
M. Gradel; 11000000; 38000;LW, LM;Toulouse Football Club;  692
Yuri Berchiche; 10500000; 27000;LB;Athletic Club de Bilbao;  693
Mariano;  5500000; 64000;RB;Galatasaray SK;  694
O. Toprak; 10500000; 32000;CB;SV Werder Bremen;  695
N. Kalinić; 11500000; 60000;ST;Atlético Madrid;  696
C. Stuani; 10000000; 15000;ST;Girona FC;  697
S. Ulreich;  8500000; 68000;GK;FC Bayern München;  698
K. Asamoah; 10000000; 60000;LB;Inter;  699
Alex Teixeira; 12500000; 30000;ST, CAM;Jiangsu Suning FC;  700
S. Lulić;  7500000; 53000;LM;Lazio;  701
S. Rondón; 12500000; 20000;ST;Dalian YiFang FC;  702
S. Kagawa; 12000000; 14000;CAM, CM, CF;Real Zaragoza;  703
J. Wilshere; 13000000; 83000;CM, CAM, CDM;West Ham United;  704
Guaita;  7500000; 45000;GK;Crystal Palace;  705
Cote; 10500000; 27000;LB;SD Eibar;  706
Iago Falqué; 12500000; 56000;CF, RW;Torino;  707
J. Pastore; 11500000; 47000;CM, LW, RW;Roma;  708
Maicon; 10000000; 42000;CB;Al Nassr;  709
F. Orellana;  7500000; 28000;RM, CAM, LM;SD Eibar;  710
Elkeson; 12500000; 33000;ST, LW;Guangzhou Evergrande Taobao FC;  711
Kike García; 12500000; 32000;ST, LM;SD Eibar;  712
Escudero; 10500000; 20000;LB, LM;Sevilla FC;  713
Mario Gaspar; 11000000; 35000;RB, RM, CB;Villarreal CF;  714
Herrerín;  8000000; 21000;GK;Athletic Club de Bilbao;  715
Víctor Ruiz; 10000000; 64000;CB;Beşiktaş JK;  716
I. Belfodil; 13500000; 44000;ST;TSG 1899 Hoffenheim;  717
A. Yarmolenko; 12500000; 87000;RM, RW;West Ham United;  718
W. Khazri; 13000000; 43000;ST, CAM;AS Saint-Étienne;  719
E. Pérez;  6000000; 26000;CDM, CM;River Plate;  720
D. Caligiuri;  9000000; 33000;RWB, RB, RM;FC Schalke 04;  721
Danilo; 11000000; 90000;RB, LB;Juventus;  722
N. Pallois;  9500000; 29000;CB;FC Nantes;  723
Vitolo; 12500000; 57000;LM, RM;Atlético Madrid;  724
M. Badelj; 10500000; 53000;CDM, CM;Fiorentina;  725
C. Tătărușanu;  7000000; 52000;GK;Olympique Lyonnais;  726
Zé Luís; 13000000; 19000;ST;FC Porto;  727
D. Suárez;  9000000; 26000;RB, RM;Getafe CF;  728
Roque Mesa; 10500000; 32000;CDM, CM;CD Leganés;  729
Mário Rui; 11000000; 62000;LB;Napoli;  730
T. Inui; 11000000; 28000;LM, RM;SD Eibar;  731
D. Cheryshev; 12500000; 41000;LM, LW;Valencia CF;  732
C. Bacca; 10000000; 40000;ST;Villarreal CF;  733
A. Samaris; 10500000; 15000;CDM, CM;SL Benfica;  734
J. Hector; 10500000; 32000;LB, CDM;1. FC Köln;  735
Rubén Peña; 11000000; 34000;RB, RM;Villarreal CF;  736
A. Hamdallah; 13000000; 52000;ST;Al Nassr;  737
D. Benedetto; 12500000; 46000;ST;Olympique de Marseille;  738
L. Sigali;  8000000; 24000;CB;Racing Club;  739
Raúl; 10500000; 18000;CB;SC Braga;  740
Petros; 10500000; 42000;CDM, CM;Al Nassr;  741
Dyego Sousa; 12500000; 23000;ST;Shenzhen FC;  742
Soares; 13000000; 19000;ST;FC Porto;  743
Rubén Alcaraz; 12500000; 26000;CM, CDM;Real Valladolid CF;  744
Maikel Catarino;  3600000; 27000;RB, RM;Atlético Mineiro;  745
Antônio Chiamuloira;  9500000; 30000;CB, LB;Internacional;  746
Melvin Parrela;  9500000; 17000;CDM;CSA - AL;  747
Gabri Prestão;  9000000; 24000;GK;Internacional;  748
Luimo Boas Santos; 11500000; 48000;ST;Santos;  749
D. Lenzado;        0;     0;CB, LB;Uruguay;  750
E. Riquero;        0;     0;CDM, CM, CAM;Uruguay;  751
L. Sáreda;        0;     0;GK;Uruguay;  752
E. Aguerro;        0;     0;ST;Uruguay;  753
A. Meret; 14000000; 36000;GK;Napoli;  754
I. Sarr; 17000000; 47000;RM, LM;Watford;  755
D. Rice; 15000000; 49000;CDM, CB, CM;West Ham United;  756
F. Neuhaus; 15500000; 26000;CM;Borussia Mönchengladbach;  757
M. Zaracho; 16000000; 18000;CAM, RM, CM;Racing Club;  758
Ferro; 14500000; 12000;CB;SL Benfica;  759
J. Andersen; 14000000; 50000;CB;Olympique Lyonnais;  760
D. Zakaria; 15000000; 26000;CM, CDM;Borussia Mönchengladbach;  761
I. Diop; 14000000; 59000;CB;West Ham United;  762
H. Onyekuru; 15500000; 35000;LM, ST;AS Monaco;  763
J. Ikoné; 15500000; 29000;CAM;LOSC Lille;  764
C. Ünder; 15500000; 35000;RW, RM;Roma;  765
M. Ødegaard; 14500000; 25000;RW, CAM, CM;Real Sociedad;  766
J. Bamba; 14500000; 35000;LM;LOSC Lille;  767
N. Amiri; 14500000; 50000;CAM, CM;Bayer 04 Leverkusen;  768
O. Zinchenko; 13000000; 82000;LB;Manchester City;  769
J. Mateta; 15000000; 29000;ST;1. FSV Mainz 05;  770
O. Yokuşlu; 13000000; 22000;CDM, CM, CB;RC Celta;  771
B. Cristante; 14000000; 37000;CM, CDM, CAM;Roma;  772
L. Dendoncker; 14000000; 66000;CM, CB;Wolverhampton Wanderers;  773
M. Dahoud; 14000000; 58000;CM, CDM;Borussia Dortmund;  774
N. Elvedi; 13000000; 24000;CB, RB, LB;Borussia Mönchengladbach;  775
Joelinton; 14500000; 41000;ST, CAM;Newcastle United;  776
Daniel Podence; 14000000;  1000;LM, RM, CAM;Olympiacos CFP;  777
G. Dzhikiya; 12500000;  1000;CB;Spartak Moscow;  778
Aarón Martín; 12500000; 24000;LB;1. FSV Mainz 05;  779
E. Bardhi; 14000000; 23000;CM, LM, CAM;Levante UD;  780
N. Maksimović; 14000000; 22000;CM, CDM;Getafe CF;  781
Calero; 13000000; 23000;CB;RCD Espanyol;  782
J. Butland; 10000000; 29000;GK;Stoke City;  783
Óliver Torres; 13500000; 17000;CM;Sevilla FC;  784
G. Laborde; 14000000; 36000;ST;Montpellier HSC;  785
R. De Paul; 14000000; 21000;CF, CM, LW;Udinese;  786
D. Selke; 14000000; 29000;ST;Hertha BSC;  787
M. Lemina; 13500000; 53000;CM, CDM;Southampton;  788
D. Origi; 14000000; 77000;ST;Liverpool;  789
E. Pulgar; 12500000; 45000;CDM, CM;Fiorentina;  790
A. Miranchuk; 14000000;  1000;CAM, ST;Lokomotiv Moscow;  791
W. Barrios;        0;     0;CDM, CM;Colombia;  792
J. Musso; 10000000; 14000;GK;Udinese;  793
Rúben Vezo; 12500000; 23000;CB, RB;Levante UD;  794
B. Santamaria; 12500000; 21000;CDM, CM;Angers SCO;  795
Y. Mina; 12500000; 59000;CB;Everton;  796
Joan Jordán; 13500000; 17000;CM, CDM, CAM;Sevilla FC;  797
L. Tousart; 12500000; 50000;CDM;Olympique Lyonnais;  798
Y. Yazıcı; 14000000; 35000;CAM, CM, RM;LOSC Lille;  799
M. Gregoritsch; 13500000; 26000;CAM, ST;FC Augsburg;  800
J. Lascelles; 12000000; 37000;CB;Newcastle United;  801
T. Vilhena;        0;     0;CM;Netherlands;  802
Denis Suárez; 13000000; 25000;CM, LM, RM;RC Celta;  803
K. Rekik; 12000000; 24000;CB;Hertha BSC;  804
B. Traoré; 13500000; 61000;RW, ST, RM;Olympique Lyonnais;  805
I. Amadou; 12000000; 46000;CDM, CB;Norwich City;  806
M. Meyer; 13500000; 48000;CM, LM;Crystal Palace;  807
José Sá;  9500000;  1000;GK;Olympiacos CFP;  808
A. Selikhov; 10000000;  1000;GK;Spartak Moscow;  809
A. Mitrović; 13500000; 45000;ST;Fulham;  810
G. Maripán; 12000000; 23000;CB;Deportivo Alavés;  811
E. Skhiri; 12000000; 24000;CDM, CM;1. FC Köln;  812
D. Dumfries; 12000000; 16000;RB;PSV;  813
Bruno Viana; 12000000; 13000;CB;SC Braga;  814
M. Sels;  9000000; 24000;GK;RC Strasbourg Alsace;  815
A. Soumaoro; 11000000; 36000;CB;LOSC Lille;  816
J. Veretout; 12500000; 42000;CM, CDM;Roma;  817
V. Fischer; 13000000; 23000;LM, ST;FC København;  818
S. Meïté; 13000000; 43000;CM, CDM;Torino;  819
J. Boëtius; 13000000; 29000;CAM, LW;1. FSV Mainz 05;  820
D. Berardi; 13000000; 50000;RW, ST;Sassuolo;  821
R. Gagliardini; 12000000; 51000;CDM, CM;Inter;  822
R. Saravia; 11500000; 14000;RB;FC Porto;  823
Ayoze Pérez; 13000000; 79000;CF, RW, RM;Leicester City;  824
H. Hateboer; 13000000; 50000;RM, RB;Atalanta;  825
B. Verbič; 13000000;  1000;LM, RM;Dynamo Kyiv;  826
G. Martínez; 13000000; 10000;CAM, LM, RM;Atlanta United;  827
Rafael Tolói; 10500000; 50000;CB;Atalanta;  828
S. Duffy; 11000000; 46000;CB;Brighton & Hove Albion;  829
F. Lejeune; 10500000; 41000;CB;Newcastle United;  830
L. Dunk; 11000000; 46000;CB;Brighton & Hove Albion;  831
Pedro Mendes; 10500000; 33000;CB;Montpellier HSC;  832
Fernando; 11000000; 20000;CDM, CM;Beijing Sinobo Guoan FC;  833
K. Fortounis; 12500000;  1000;CAM, LM;Olympiacos CFP;  834
C. Hérelle; 11000000; 31000;CB;OGC Nice;  835
Omar Mascarell; 11500000; 30000;CDM, CM;FC Schalke 04;  836
Bruma; 13000000; 19000;LW;PSV;  837
S. Deli; 11000000; 23000;CB;Club Brugge KV;  838
M. Ngadeu; 10500000; 23000;CB, CDM;KAA Gent;  839
V. Wanyama; 10500000; 77000;CDM, CM;Tottenham Hotspur;  840
C. Kabasele; 10000000; 61000;CB;Watford;  841
A. Delort; 12000000; 37000;ST;Montpellier HSC;  842
Joel Robles;  8500000; 20000;GK;Real Betis;  843
Sérgio Oliveira; 11500000; 15000;CM, CDM;FC Porto;  844
V. Aboubakar; 12000000; 17000;ST;FC Porto;  845
