ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
78;78;78;82;82;82;82;82;82;82;82;83;78;78;78;83;65;61;61;61;65;60;50;50;50;60; 0
76;76;76;81;80;80;80;81;81;81;81;80;75;75;75;80;63;59;59;59;63;58;48;48;48;58; 0
76;76;76;81;80;80;80;81;80;80;80;80;71;71;71;80;59;55;55;55;59;55;46;46;46;55; 0
81;81;81;81;82;82;82;81;81;81;81;80;73;73;73;80;60;58;58;58;60;57;51;51;51;57; 0
71;71;71;78;77;77;77;78;80;80;80;79;81;81;81;79;75;77;77;77;75;72;68;68;68;72; 0
80;80;80;73;76;76;76;73;72;72;72;70;64;64;64;70;55;54;54;54;55;54;55;55;55;54; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
73;73;73;79;79;79;79;79;81;81;81;78;80;80;80;78;73;75;75;75;73;70;66;66;66;70; 0
71;71;71;75;74;74;74;75;76;76;76;76;78;78;78;76;80;81;81;81;80;79;77;77;77;79; 0
70;70;70;74;74;74;74;74;77;77;77;75;80;80;80;75;74;78;78;78;74;72;71;71;71;72; 0
58;58;58;61;60;60;60;61;63;63;63;65;69;69;69;65;76;79;79;79;76;77;80;80;80;77; 0
78;78;78;81;81;81;81;81;80;80;80;81;74;74;74;81;63;59;59;59;63;59;52;52;52;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
69;69;69;75;73;73;73;75;73;73;73;76;74;74;74;76;81;77;77;77;81;80;76;76;76;80; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
55;55;55;55;55;55;55;55;57;57;57;57;63;63;63;57;71;75;75;75;71;73;81;81;81;73; 0
80;80;80;82;82;82;82;82;82;82;82;80;76;76;76;80;68;65;65;65;68;65;59;59;59;65; 0
81;81;81;81;80;80;80;81;78;78;78;80;71;71;71;80;62;58;58;58;62;59;55;55;55;59; 0
76;76;76;81;79;79;79;81;79;79;79;80;72;72;72;80;64;60;60;60;64;61;51;51;51;61; 0
74;74;74;81;79;79;79;81;79;79;79;80;72;72;72;80;68;61;61;61;68;64;53;53;53;64; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
75;75;75;75;77;77;77;75;78;78;78;77;80;80;80;77;79;81;81;81;79;78;79;79;79;78; 0
74;74;74;79;79;79;79;79;81;81;81;79;81;81;81;79;72;74;74;74;72;69;66;66;66;69; 0
61;61;61;61;63;63;63;61;65;65;65;65;71;71;71;65;73;78;78;78;73;74;80;80;80;74; 0
74;74;74;82;80;80;80;82;82;82;82;81;76;76;76;81;60;56;56;56;60;54;42;42;42;54; 0
53;53;53;50;51;51;51;50;54;54;54;53;60;60;60;53;67;74;74;74;67;71;81;81;81;71; 0
60;60;60;60;60;60;60;60;61;61;61;63;66;66;66;63;74;76;76;76;74;76;81;81;81;76; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
72;72;72;77;76;76;76;77;77;77;77;79;78;78;78;79;81;79;79;79;81;80;76;76;76;80; 0
70;70;70;73;72;72;72;73;72;72;72;75;73;73;73;75;80;78;78;78;80;80;79;79;79;80; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
72;72;72;81;79;79;79;81;81;81;81;80;76;76;76;80;67;65;65;65;67;63;55;55;55;63; 0
77;77;77;82;82;82;82;82;84;84;84;83;82;82;82;83;73;72;72;72;73;69;62;62;62;69; 0
76;76;76;74;75;75;75;74;75;75;75;75;78;78;78;75;80;81;81;81;80;81;82;82;82;81; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
81;81;81;75;79;79;79;75;77;77;77;73;70;70;70;73;56;58;58;58;56;54;56;56;56;54; 0
71;71;71;76;75;75;75;76;77;77;77;79;79;79;79;79;80;79;79;79;80;79;75;75;75;79; 0
68;68;68;76;73;73;73;76;75;75;75;78;75;75;75;78;79;76;76;76;79;78;74;74;74;78; 0
80;80;80;79;80;80;80;79;79;79;79;79;76;76;76;79;64;63;63;63;64;60;56;56;56;60; 0
57;57;57;60;58;58;58;60;60;60;60;64;65;65;65;64;77;76;76;76;77;78;80;80;80;78; 0
62;62;62;63;63;63;63;63;64;64;64;66;69;69;69;66;76;78;78;78;76;77;81;81;81;77; 0
73;73;73;77;76;76;76;77;76;76;76;78;76;76;76;78;81;78;78;78;81;80;77;77;77;80; 0
66;66;66;62;65;65;65;62;66;66;66;64;71;71;71;64;70;78;78;78;70;72;81;81;81;72; 0
74;74;74;82;80;80;80;82;81;81;81;81;77;77;77;81;69;66;66;66;69;65;54;54;54;65; 0
72;72;72;79;78;78;78;79;80;80;80;79;75;75;75;79;60;59;59;59;60;55;46;46;46;55; 0
75;75;75;80;78;78;78;80;78;78;78;80;76;76;76;80;77;73;73;73;77;75;69;69;69;75; 0
73;73;73;81;79;79;79;81;80;80;80;80;74;74;74;80;64;61;61;61;64;60;48;48;48;60; 0
74;74;74;81;80;80;80;81;80;80;80;81;74;74;74;81;69;63;63;63;69;65;53;53;53;65; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
67;67;67;65;67;67;67;65;69;69;69;67;75;75;75;67;75;81;81;81;75;76;82;82;82;76; 0
81;81;81;74;78;78;78;74;75;75;75;71;68;68;68;71;56;58;58;58;56;56;61;61;61;56; 0
73;73;73;80;78;78;78;80;79;79;79;80;77;77;77;80;77;73;73;73;77;75;66;66;66;75; 0
72;72;72;77;77;77;77;77;80;80;80;77;79;79;79;77;70;72;72;72;70;68;65;65;65;68; 0
75;75;75;75;77;77;77;75;77;77;77;76;79;79;79;76;77;80;80;80;77;76;76;76;76;76; 0
65;65;65;71;70;70;70;71;74;74;74;72;78;78;78;72;76;80;80;80;76;74;74;74;74;74; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
72;72;72;78;78;78;78;78;80;80;80;79;76;76;76;79;60;59;59;59;60;55;45;45;45;55; 0
79;79;79;72;76;76;76;72;74;74;74;71;71;71;71;71;55;59;59;59;55;52;57;57;57;52; 0
61;61;61;56;58;58;58;56;58;58;58;59;64;64;64;59;71;75;75;75;71;73;79;79;79;73; 0
74;74;74;81;80;80;80;81;81;81;81;81;78;78;78;81;69;66;66;66;69;65;54;54;54;65; 0
61;61;61;61;60;60;60;61;61;61;61;63;66;66;66;63;73;74;74;74;73;74;79;79;79;74; 0
80;80;80;80;80;80;80;80;79;79;79;80;75;75;75;80;65;65;65;65;65;62;60;60;60;62; 0
78;78;78;80;80;80;80;80;80;80;80;79;75;75;75;79;63;62;62;62;63;60;56;56;56;60; 0
77;77;77;80;80;80;80;80;81;81;81;80;77;77;77;80;66;65;65;65;66;62;56;56;56;62; 0
76;76;76;76;76;76;76;76;76;76;76;77;78;78;78;77;80;80;80;80;80;80;80;80;80;80; 0
78;78;78;77;78;78;78;77;77;77;77;75;70;70;70;75;53;53;53;53;53;49;45;45;45;49; 0
77;77;77;82;81;81;81;82;82;82;82;81;77;77;77;81;67;65;65;65;67;63;56;56;56;63; 0
77;77;77;81;81;81;81;81;81;81;81;81;76;76;76;81;67;64;64;64;67;64;55;55;55;64; 0
79;79;79;67;74;74;74;67;70;70;70;66;65;65;65;66;52;56;56;56;52;51;57;57;57;51; 0
77;77;77;79;80;80;80;79;80;80;80;80;81;81;81;80;77;76;76;76;77;75;72;72;72;75; 0
75;75;75;80;80;80;80;80;80;80;80;79;75;75;75;79;63;61;61;61;63;59;50;50;50;59; 0
79;79;79;71;75;75;75;71;73;73;73;72;71;71;71;72;61;62;62;62;61;59;60;60;60;59; 0
76;76;76;80;79;79;79;80;78;78;78;78;70;70;70;78;61;57;57;57;61;57;49;49;49;57; 0
74;74;74;76;77;77;77;76;78;78;78;77;80;80;80;77;80;83;83;83;80;80;79;79;79;80; 0
75;75;75;80;79;79;79;80;81;81;81;80;77;77;77;80;67;66;66;66;67;63;55;55;55;63; 0
72;72;72;75;75;75;75;75;75;75;75;77;76;76;76;77;80;79;79;79;80;80;79;79;79;80; 0
58;58;58;53;58;58;58;53;59;59;59;57;66;66;66;57;67;76;76;76;67;70;80;80;80;70; 0
81;81;81;80;81;81;81;80;79;79;79;79;72;72;72;79;61;58;58;58;61;57;51;51;51;57; 0
77;77;77;77;77;77;77;77;77;77;77;78;78;78;78;78;80;79;79;79;80;80;78;78;78;80; 0
76;76;76;81;80;80;80;81;80;80;80;80;72;72;72;80;63;58;58;58;63;58;50;50;50;58; 0
78;78;78;80;81;81;81;80;80;80;80;80;77;77;77;80;71;68;68;68;71;68;63;63;63;68; 0
77;77;77;82;81;81;81;82;81;81;81;81;75;75;75;81;64;60;60;60;64;61;52;52;52;61; 0
80;80;80;76;78;78;78;76;74;74;74;75;68;68;68;75;66;62;62;62;66;65;63;63;63;65; 0
81;81;81;72;76;76;76;72;72;72;72;70;63;63;63;70;52;52;52;52;52;50;53;53;53;50; 0
80;80;80;83;82;82;82;83;81;81;81;82;77;77;77;82;71;67;67;67;71;69;62;62;62;69; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;82
66;66;66;60;63;63;63;60;61;61;61;61;64;64;64;61;71;73;73;73;71;74;80;80;80;74; 0
67;67;67;71;71;71;71;71;73;73;73;74;77;77;77;74;79;80;80;80;79;80;78;78;78;80; 0
59;59;59;59;59;59;59;59;60;60;60;61;64;64;64;61;73;76;76;76;73;76;80;80;80;76; 0
77;77;77;80;80;80;80;80;81;81;81;80;77;77;77;80;63;62;62;62;63;59;52;52;52;59; 0
80;80;80;77;79;79;79;77;78;78;78;76;71;71;71;76;58;59;59;59;58;55;55;55;55;55; 0
73;73;73;79;78;78;78;79;80;80;80;79;79;79;79;79;73;74;74;74;73;71;67;67;67;71; 0
73;73;73;78;78;78;78;78;80;80;80;79;80;80;80;79;76;78;78;78;76;75;73;73;73;75; 0
65;65;65;67;66;66;66;67;66;66;66;70;69;69;69;70;78;76;76;76;78;78;79;79;79;78; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
78;78;78;78;79;79;79;78;80;80;80;78;80;80;80;78;75;77;77;77;75;74;73;73;73;74; 0
65;65;65;67;67;67;67;67;69;69;69;69;73;73;73;69;76;79;79;79;76;77;80;80;80;77; 0
70;70;70;78;77;77;77;78;79;79;79;78;80;80;80;78;75;76;76;76;75;73;68;68;68;73; 0
73;73;73;77;77;77;77;77;79;79;79;77;79;79;79;77;75;76;76;76;75;73;70;70;70;73; 0
74;74;74;75;76;76;76;75;77;77;77;76;80;80;80;76;79;82;82;82;79;78;80;80;80;78; 0
69;69;69;77;75;75;75;77;76;76;76;78;77;77;77;78;80;78;78;78;80;79;73;73;73;79; 0
75;75;75;80;80;80;80;80;81;81;81;80;74;74;74;80;61;59;59;59;61;57;48;48;48;57; 0
73;73;73;80;79;79;79;80;81;81;81;80;80;80;80;80;76;75;75;75;76;74;68;68;68;74; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
69;69;69;70;72;72;72;70;74;74;74;72;78;78;78;72;71;77;77;77;71;70;71;71;71;70; 0
74;74;74;78;78;78;78;78;80;80;80;77;78;78;78;77;72;72;72;72;72;70;67;67;67;70; 0
77;77;77;76;78;78;78;76;78;78;78;76;80;80;80;76;77;81;81;81;77;77;80;80;80;77; 0
77;77;77;78;79;79;79;78;78;78;78;78;76;76;76;78;69;69;69;69;69;67;63;63;63;67; 0
69;69;69;74;73;73;73;74;74;74;74;76;75;75;75;76;80;78;78;78;80;80;79;79;79;80; 0
80;80;80;76;78;78;78;76;74;74;74;73;65;65;65;73;52;49;49;49;52;49;45;45;45;49; 0
75;75;75;74;76;76;76;74;76;76;76;76;79;79;79;76;78;80;80;80;78;77;78;78;78;77; 0
69;69;69;68;70;70;70;68;71;71;71;70;75;75;75;70;77;80;80;80;77;78;81;81;81;78; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
53;53;53;50;51;51;51;50;52;52;52;53;58;58;58;53;67;72;72;72;67;69;79;79;79;69; 0
79;79;79;78;79;79;79;78;78;78;78;78;73;73;73;78;61;59;59;59;61;58;53;53;53;58; 0
79;79;79;76;77;77;77;76;74;74;74;76;69;69;69;76;66;64;64;64;66;64;64;64;64;64; 0
71;71;71;80;78;78;78;80;79;79;79;80;74;74;74;80;67;63;63;63;67;63;52;52;52;63; 0
66;66;66;64;65;65;65;64;66;66;66;67;70;70;70;67;74;77;77;77;74;75;79;79;79;75; 0
72;72;72;80;79;79;79;80;81;81;81;80;80;80;80;80;76;74;74;74;76;72;64;64;64;72; 0
71;71;71;77;76;76;76;77;78;78;78;77;79;79;79;77;73;73;73;73;73;70;66;66;66;70; 0
72;72;72;75;76;76;76;75;78;78;78;77;80;80;80;77;78;80;80;80;78;77;75;75;75;77; 0
51;51;51;51;51;51;51;51;52;52;52;54;58;58;58;54;69;73;73;73;69;72;79;79;79;72; 0
71;71;71;75;75;75;75;75;77;77;77;76;80;80;80;76;77;79;79;79;77;76;74;74;74;76; 0
73;73;73;79;78;78;78;79;79;79;79;79;74;74;74;79;62;59;59;59;62;57;48;48;48;57; 0
74;74;74;81;79;79;79;81;79;79;79;80;75;75;75;80;72;67;67;67;72;70;62;62;62;70; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
68;68;68;67;69;69;69;67;70;70;70;69;76;76;76;69;74;79;79;79;74;74;77;77;77;74; 0
78;78;78;75;77;77;77;75;74;74;74;73;69;69;69;73;61;58;58;58;61;59;55;55;55;59; 0
79;79;79;70;75;75;75;70;72;72;72;69;67;67;67;69;54;57;57;57;54;53;54;54;54;53; 0
72;72;72;81;78;78;78;81;80;80;80;80;73;73;73;80;56;54;54;54;56;50;40;40;40;50; 0
67;67;67;64;64;64;64;64;64;64;64;67;69;69;69;67;76;76;76;76;76;77;80;80;80;77; 0
72;72;72;74;74;74;74;74;76;76;76;77;80;80;80;77;79;80;80;80;79;78;76;76;76;78; 0
80;80;80;77;79;79;79;77;78;78;78;76;74;74;74;76;62;63;63;63;62;60;59;59;59;60; 0
79;79;79;74;77;77;77;74;74;74;74;73;68;68;68;73;57;54;54;54;57;54;51;51;51;54; 0
75;75;75;77;78;78;78;77;79;79;79;77;79;79;79;77;75;79;79;79;75;75;78;78;78;75; 0
72;72;72;75;75;75;75;75;78;78;78;75;78;78;78;75;67;69;69;69;67;65;62;62;62;65; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
57;57;57;58;58;58;58;58;60;60;60;60;66;66;66;60;71;76;76;76;71;73;80;80;80;73; 0
55;55;55;51;52;52;52;51;52;52;52;53;58;58;58;53;66;71;71;71;66;69;80;80;80;69; 0
73;73;73;76;76;76;76;76;78;78;78;77;79;79;79;77;74;76;76;76;74;73;70;70;70;73; 0
53;53;53;51;53;53;53;51;55;55;55;53;61;61;61;53;64;72;72;72;64;67;78;78;78;67; 0
70;70;70;76;76;76;76;76;78;78;78;77;80;80;80;77;76;77;77;77;76;74;71;71;71;74; 0
73;73;73;74;73;73;73;74;73;73;73;75;75;75;75;75;79;78;78;78;79;79;80;80;80;79; 0
78;78;78;78;79;79;79;78;78;78;78;77;72;72;72;77;62;60;60;60;62;59;54;54;54;59; 0
75;75;75;78;78;78;78;78;79;79;79;78;75;75;75;78;61;60;60;60;61;57;50;50;50;57; 0
70;70;70;73;74;74;74;73;77;77;77;74;79;79;79;74;72;76;76;76;72;69;68;68;68;69; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
60;60;60;58;59;59;59;58;60;60;60;60;64;64;64;60;70;74;74;74;70;72;79;79;79;72; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;81
76;76;76;77;77;77;77;77;77;77;77;79;79;79;79;79;81;81;81;81;81;80;80;80;80;80; 0
76;76;76;75;77;77;77;75;77;77;77;76;80;80;80;76;77;80;80;80;77;77;78;78;78;77; 0
67;67;67;67;68;68;68;67;69;69;69;68;74;74;74;68;75;79;79;79;75;76;79;79;79;76; 0
72;72;72;79;78;78;78;79;79;79;79;78;74;74;74;78;63;61;61;61;63;60;51;51;51;60; 0
74;74;74;81;81;81;81;81;82;82;82;80;75;75;75;80;59;56;56;56;59;53;41;41;41;53; 0
65;65;65;65;66;66;66;65;68;68;68;67;73;73;73;67;75;79;79;79;75;76;79;79;79;76; 0
61;61;61;63;62;62;62;63;64;64;64;65;68;68;68;65;73;75;75;75;73;74;79;79;79;74; 0
70;70;70;69;71;71;71;69;72;72;72;71;77;77;77;71;74;79;79;79;74;73;78;78;78;73; 0
76;76;76;76;76;76;76;76;76;76;76;77;78;78;78;77;80;79;79;79;80;79;78;78;78;79; 0
75;75;75;79;79;79;79;79;80;80;80;79;76;76;76;79;70;68;68;68;70;67;60;60;60;67; 0
71;71;71;73;72;72;72;73;73;73;73;75;76;76;76;75;79;80;80;80;79;79;80;80;80;79; 0
76;76;76;78;78;78;78;78;78;78;78;78;78;78;78;78;79;77;77;77;79;79;75;75;75;79; 0
79;79;79;79;80;80;80;79;80;80;80;77;74;74;74;77;59;60;60;60;59;56;52;52;52;56; 0
76;76;76;77;78;78;78;77;80;80;80;77;79;79;79;77;67;71;71;71;67;64;64;64;64;64; 0
75;75;75;80;79;79;79;80;80;80;80;81;78;78;78;81;73;70;70;70;73;70;62;62;62;70; 0
68;68;68;70;72;72;72;70;74;74;74;71;79;79;79;71;73;81;81;81;73;72;75;75;75;72; 0
76;76;76;80;79;79;79;80;80;80;80;81;80;80;80;81;80;79;79;79;80;79;77;77;77;79; 0
72;72;72;79;78;78;78;79;80;80;80;79;73;73;73;79;57;53;53;53;57;51;38;38;38;51; 0
66;66;66;60;63;63;63;60;61;61;61;60;63;63;63;60;69;72;72;72;69;72;80;80;80;72; 0
72;72;72;79;78;78;78;79;80;80;80;79;73;73;73;79;57;53;53;53;57;51;39;39;39;51; 0
80;80;80;73;76;76;76;73;71;71;71;70;63;63;63;70;53;51;51;51;53;51;51;51;51;51; 0
80;80;80;72;75;75;75;72;70;70;70;69;61;61;61;69;50;49;49;49;50;48;48;48;48;48; 0
79;79;79;79;80;80;80;79;79;79;79;78;73;73;73;78;62;59;59;59;62;59;53;53;53;59; 0
69;69;69;76;75;75;75;76;76;76;76;77;78;78;78;77;78;78;78;78;78;76;72;72;72;76; 0
56;56;56;62;60;60;60;62;62;62;62;66;65;65;65;66;76;74;74;74;76;77;77;77;77;77; 0
54;54;54;59;57;57;57;59;61;61;61;62;67;67;67;62;73;76;76;76;73;74;79;79;79;74; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
74;74;74;76;77;77;77;76;78;78;78;77;79;79;79;77;73;74;74;74;73;71;68;68;68;71; 0
65;65;65;68;67;67;67;68;68;68;68;70;72;72;72;70;77;77;77;77;77;77;78;78;78;77; 0
74;74;74;78;77;77;77;78;79;79;79;78;78;78;78;78;72;72;72;72;72;70;65;65;65;70; 0
54;54;54;52;52;52;52;52;52;52;52;54;57;57;57;54;68;71;71;71;68;71;79;79;79;71; 0
66;66;66;74;73;73;73;74;76;76;76;75;78;78;78;75;74;76;76;76;74;72;69;69;69;72; 0
78;78;78;72;74;74;74;72;69;69;69;69;61;61;61;69;54;50;50;50;54;52;50;50;50;52; 0
77;77;77;79;79;79;79;79;78;78;78;78;74;74;74;78;67;66;66;66;67;64;60;60;60;64; 0
62;62;62;65;67;67;67;65;70;70;70;68;76;76;76;68;73;78;78;78;73;72;75;75;75;72; 0
73;73;73;77;76;76;76;77;76;76;76;78;76;76;76;78;78;77;77;77;78;78;76;76;76;78; 0
72;72;72;78;77;77;77;78;79;79;79;78;76;76;76;78;69;67;67;67;69;66;58;58;58;66; 0
56;56;56;51;54;54;54;51;53;53;53;55;59;59;59;55;69;73;73;73;69;72;79;79;79;72; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
65;65;65;73;70;70;70;73;71;71;71;74;70;70;70;74;78;74;74;74;78;78;73;73;73;78; 0
67;67;67;73;72;72;72;73;73;73;73;75;75;75;75;75;79;77;77;77;79;79;76;76;76;79; 0
78;78;78;74;77;77;77;74;74;74;74;72;65;65;65;72;52;51;51;51;52;49;48;48;48;49; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
78;78;78;77;77;77;77;77;75;75;75;76;71;71;71;76;66;63;63;63;66;64;61;61;61;64; 0
72;72;72;79;78;78;78;79;78;78;78;78;72;72;72;78;58;54;54;54;58;53;41;41;41;53; 0
78;78;78;80;80;80;80;80;79;79;79;79;73;73;73;79;61;58;58;58;61;58;51;51;51;58; 0
64;64;64;66;67;67;67;66;69;69;69;69;74;74;74;69;75;79;79;79;75;75;79;79;79;75; 0
72;72;72;74;75;75;75;74;76;76;76;76;78;78;78;76;76;77;77;77;76;75;72;72;72;75; 0
67;67;67;73;70;70;70;73;71;71;71;75;72;72;72;75;79;74;74;74;79;79;74;74;74;79; 0
79;79;79;73;76;76;76;73;74;74;74;72;68;68;68;72;53;53;53;53;53;50;49;49;49;50; 0
69;69;69;72;74;74;74;72;77;77;77;73;78;78;78;73;69;74;74;74;69;67;67;67;67;67; 0
60;60;60;56;58;58;58;56;58;58;58;58;62;62;62;58;67;72;72;72;67;70;78;78;78;70; 0
71;71;71;75;75;75;75;75;77;77;77;76;79;79;79;76;76;77;77;77;76;74;72;72;72;74; 0
64;64;64;67;66;66;66;67;68;68;68;69;71;71;71;69;76;77;77;77;76;77;79;79;79;77; 0
65;65;65;69;68;68;68;69;68;68;68;72;71;71;71;72;78;77;77;77;78;78;76;76;76;78; 0
74;74;74;75;76;76;76;75;78;78;78;76;79;79;79;76;73;78;78;78;73;72;74;74;74;72; 0
77;77;77;80;79;79;79;80;78;78;78;79;70;70;70;79;59;54;54;54;59;55;45;45;45;55; 0
60;60;60;67;66;66;66;67;71;71;71;70;76;76;76;70;74;78;78;78;74;74;74;74;74;74; 0
70;70;70;74;75;75;75;74;77;77;77;74;79;79;79;74;74;77;77;77;74;72;70;70;70;72; 0
59;59;59;55;56;56;56;55;56;56;56;58;62;62;62;58;71;74;74;74;71;73;78;78;78;73; 0
78;78;78;73;77;77;77;73;74;74;74;70;63;63;63;70;50;49;49;49;50;47;47;47;47;47; 0
70;70;70;74;72;72;72;74;74;74;74;75;76;76;76;75;78;77;77;77;78;77;76;76;76;77; 0
73;73;73;79;78;78;78;79;79;79;79;79;78;78;78;79;75;74;74;74;75;73;68;68;68;73; 0
72;72;72;74;75;75;75;74;77;77;77;75;78;78;78;75;74;76;76;76;74;73;71;71;71;73; 0
64;64;64;67;66;66;66;67;68;68;68;70;72;72;72;70;76;77;77;77;76;77;78;78;78;77; 0
73;73;73;81;79;79;79;81;80;80;80;80;71;71;71;80;59;53;53;53;59;54;42;42;42;54; 0
71;71;71;79;77;77;77;79;79;79;79;80;79;79;79;80;80;77;77;77;80;78;73;73;73;78; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
59;59;59;59;58;58;58;59;60;60;60;61;64;64;64;61;71;74;74;74;71;73;78;78;78;73; 0
72;72;72;78;77;77;77;78;79;79;79;76;73;73;73;76;58;57;57;57;58;53;45;45;45;53; 0
73;73;73;79;78;78;78;79;79;79;79;78;74;74;74;78;63;60;60;60;63;59;49;49;49;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
79;79;79;78;78;78;78;78;76;76;76;77;69;69;69;77;60;58;58;58;60;57;54;54;54;57; 0
58;58;58;58;58;58;58;58;59;59;59;59;61;61;61;59;70;71;71;71;70;72;78;78;78;72; 0
73;73;73;79;78;78;78;79;79;79;79;79;75;75;75;79;68;65;65;65;68;65;54;54;54;65; 0
68;68;68;77;74;74;74;77;76;76;76;78;73;73;73;78;70;66;66;66;70;66;56;56;56;66; 0
71;71;71;78;77;77;77;78;79;79;79;78;73;73;73;78;58;55;55;55;58;53;43;43;43;53; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;80
58;58;58;59;60;60;60;59;63;63;63;62;69;69;69;62;71;77;77;77;71;73;78;78;78;73; 0
76;76;76;75;77;77;77;75;78;78;78;76;80;80;80;76;71;73;73;73;71;68;66;66;66;68; 0
65;65;65;60;63;63;63;60;62;62;62;62;67;67;67;62;70;74;74;74;70;72;78;78;78;72; 0
52;52;52;53;52;52;52;53;55;55;55;56;62;62;62;56;70;74;74;74;70;73;79;79;79;73; 0
74;74;74;74;76;76;76;74;76;76;76;75;79;79;79;75;75;79;79;79;75;74;77;77;77;74; 0
79;79;79;77;78;78;78;77;76;76;76;75;69;69;69;75;58;57;57;57;58;56;53;53;53;56; 0
67;67;67;64;66;66;66;64;67;67;67;66;72;72;72;66;73;78;78;78;73;75;80;80;80;75; 0
76;76;76;75;77;77;77;75;77;77;77;75;78;78;78;75;73;75;75;75;73;72;71;71;71;72; 0
